id,code,name,description,notes,symbol
sat_udm_code_377,BTU,Unidad térmica británica (tabla internacional),,,BtuIT
sat_udm_code_378,BUA,Bushel (EUA),"El bushel es una unidad de medida de capacidad para mercancía sólida en los países anglosajones (países de habla inglesa). Se utiliza en el comercio de granos, harinas y otros productos análogos.",,bu (US)
sat_udm_code_379,BUI,Bushel (UK),"Un bushel tiene 4 pecks o 32 quarts, y equivale a 1,03205 del bushel de los Estados Unidos, que a su vez equivale a 0,35238 hectolitros. La palabra bushel está cayendo en desuso rápidamente.",,bushel (UK)
sat_udm_code_380,BW,Peso base,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_381,BZ,Millones de BTUs,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_382,C0,Llamada,Una unidad de recuento de definir el número de llamadas (call: sesión de comunicación o de visita).,,
sat_udm_code_383,C1,Libra de producto compuesto (peso total),,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_384,C10,Milifaradio,,,mF
sat_udm_code_385,C11,Miligalón,,,mGal
sat_udm_code_386,C12,Miligramo por metro,,,mg/m
sat_udm_code_387,C13,MilliGray,,,mGy
sat_udm_code_388,C14,Milihenry,,,mH
sat_udm_code_389,C15,Milijoule,,,mJ
sat_udm_code_390,C16,Milímetro por segundo,,,mm/s
sat_udm_code_391,C17,Milímetro cuadrado por segundo,,,mm²/s
sat_udm_code_392,C18,MiliMol,,,mmol
sat_udm_code_393,C19,Mol por kilogramo,,,mol/kg
sat_udm_code_394,C2,Carset,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_395,C20,Milinewton,,,mN
sat_udm_code_396,C21,Kibibit,Unidad de información igual a 2¹⁰ (1024) bits (dígitos binarios).,,Kibit
sat_udm_code_397,C22,Milinewton por metro,,,mN/m
sat_udm_code_398,C23,MiliOhm metro,,,mΩ·m
sat_udm_code_399,C24,Milipascal segundo,,,mPa·s
sat_udm_code_400,C25,Milirradián,"Es una unidad derivada sistema internacional para la medición angular , que se define como una milésima parte de un radián (0,001 radianes).",,mrad
sat_udm_code_401,C26,Milisegundo,,,ms
sat_udm_code_402,C27,Milisiemens,,,mS
sat_udm_code_403,C28,MilliSievert,,,mSv
sat_udm_code_404,C29,Militesla,,,mT
sat_udm_code_405,C3,Microvoltios por metro,,,µV/m
sat_udm_code_406,C30,Milivoltio por metro,,,mV/m
sat_udm_code_407,C31,Miliwatt,,,mW
sat_udm_code_408,C32,Miliwatt por metro cuadrado,Es equivalente a una milésima de vatio.,,mW/m²
sat_udm_code_409,C33,Miliweber,,,mWb
sat_udm_code_410,C34,Mol,"Es la cantidad de sustancia de un sistema que contiene tantas entidades elementales como átomos hay en 0,012 kilogramos de carbono 12. ",,mol
sat_udm_code_411,C35,Mol por decimetro cúbico,,,mol/dm³
sat_udm_code_412,C36,Mol por metro cúbico,,,mol/m³
sat_udm_code_413,C37,Kilobits,Unidad de información igual a 10³(1000) bits (dígitos binarios).,,kbit
sat_udm_code_414,C38,Mol por litro,,,mol/l
sat_udm_code_415,C39,Nanoamperio,,,nA
sat_udm_code_416,C4,partido de carga,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_417,C40,NanoCulombio,,,nC
sat_udm_code_418,C41,Nanofaradio,,,nF
sat_udm_code_419,C42,Nanofaradio por metro,,,nF/m
sat_udm_code_420,C43,Nanohenry,,,nH
sat_udm_code_421,C44,Nanohenry por metro,,,nH/m
sat_udm_code_422,C45,Nanómetro,Medida de longitud que equivale a la milmillonésima parte del metro.,,nm
sat_udm_code_423,C46,NanoOhm metro,,,nΩ·m
sat_udm_code_424,C47,Nanosegundo,,,ns
sat_udm_code_425,C48,Nanotesla,,,nT
sat_udm_code_426,C49,Nanowatt,,,nW
sat_udm_code_427,C5,Costo,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_428,C50,Neperio,"El neper o neperio es una unidad de medida relativa que se utiliza frecuentemente en el campo de la telecomunicación, para expresar relaciones entre voltajes o intensidades.",,Np
sat_udm_code_429,C51,Neperio por segundo,,,Np/s
sat_udm_code_430,C52,Picómetro,"Es una unidad de longitud del SI que equivale a una billonésima (0,000 000 000 001 o 1×10-12) parte de un metro.",,pm
sat_udm_code_431,C53,Newton metro segundo,,,N·m·s
sat_udm_code_432,C54,Newton metro cuadrado por kilogramo cuadrado,,,N·m²/kg²
sat_udm_code_433,C55,Newton por metro cuadrado,,,N/m²
sat_udm_code_434,C56,Newton por milimetro cuadrado,,,N/mm²
sat_udm_code_435,C57,Newton segundo,,,N·s
sat_udm_code_436,C58,Segundos newton por metro,,,N·s/m
sat_udm_code_437,C59,Octava,Una unidad utilizada en la música para describir la relación de la frecuencia entre las notas.,,
sat_udm_code_438,C6,celda,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_439,C60,Ohm centímetro,,,Ω·cm
sat_udm_code_440,C61,Ohm metro,,,Ω·m
sat_udm_code_441,C62,Uno,Sinónimo: unidad,,1
sat_udm_code_442,C63,Pársec,Es una unidad de medida astronómica bastante utilizada para calcular grandes distancias entre objetos. ,,pc
sat_udm_code_443,C64,Pascal por kelvin,,,Pa/K
sat_udm_code_444,C65,Pascal segundo,"Es la viscosidad dinámica de un fluido homogéneo, en el cual, el movimiento rectilíneo y uniforme de una superficie plana de 1 metro cuadrado, da lugar a una fuerza retardatriz de 1 newton, cuando hay una diferencia de velocidad de 1 metro por segundo entre dos planos paralelos separados por 1 metro de distancia.",,Pa·s
sat_udm_code_445,C66,Segundos pascal por metro cúbico,,,Pa·s/m³
sat_udm_code_446,C67,Segundos pascal por metro ,,,Pa· s/m
sat_udm_code_447,C68,Petajoule,,,PJ
sat_udm_code_448,C69,Phon,"Unidad de volumen del sonido subjetivo. Un sonido tiene p phons de sonoridad si se parece al oyente a ser iguales en intensidad, con el sonido de un tono puro de frecuencia 1 kilohertz y de la fuerza p decibelios.",,
sat_udm_code_449,C7,Centipoise,,,cP
sat_udm_code_450,C70,Picoamperio,,,pA
sat_udm_code_451,C71,PicoCulombio,,,pC
sat_udm_code_452,C72,Picofaradio por metro,,,pF/m
sat_udm_code_453,C73,Picohenry,,,pH
sat_udm_code_454,C74,Kilobits por segundo,Unidad de información igual a 10 ³  (1000) bits (dígitos binarios) por segundo.,,kbit/s
sat_udm_code_455,C75,Picowatt,,,pW
sat_udm_code_456,C76,Picowatt  por metro cuadrado,Es igual a la trillonésima parte de un vatio (10−12).,,pW/m²
sat_udm_code_457,C77,Calibre de libra,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_458,C78,Libra fuerza,,,lbf
sat_udm_code_459,C79,Kilovoltios horas amperios,Unidad de energía acumulada de 1000 amperios voltioios durante un período de una hora.,,kVAh
sat_udm_code_460,C8,MilliCulombio por kilogramo,,,mC/kg
sat_udm_code_461,C80,Rad,,,rad
sat_udm_code_462,C81,Radián,"Es la unidad de medida de un ángulo con vértice en el centro de un círculo cuyos lados son cortados por el arco de la circunferencia, y que además dicho arco tiene una longitud igual a la del radio.",,rad
sat_udm_code_463,C82,Radianmetro cuadrado por Mol,,,rad·m²/mol
sat_udm_code_464,C83,Rradian metro cuadrado por kilogramo,,,rad·m²/kg
sat_udm_code_465,C84,Radían por metro,,,rad/m
sat_udm_code_466,C85,Reciprocidad Ámstrong,,,Å⁻¹
sat_udm_code_467,C86,Reciprocidad del metro cúbico,,,m⁻³
sat_udm_code_468,C87,Reciprocidad metro cúbico por segundo,Sinonimo: Reciprocidad del segundo por metro cúbico.,,m⁻³/s
sat_udm_code_469,C88,Recíproco joule por metro cúbico,,,eV⁻¹/m³
sat_udm_code_470,C89,Henry recíproco,,,H⁻¹
sat_udm_code_471,C9,Grupo bobinas,Unidad de conteo que define el número de grupos de bobinas (grupo bobina: grupos de elementos dispuestos por longitudes de los objetos colocados en una secuencia de círculos concéntricos unido).,,
sat_udm_code_472,C90,Recíproco Henry,,,J⁻¹/m³
sat_udm_code_473,C91,Recíprocidad de kelvin ó kelvin a la potencia menos 1,,,K⁻¹
sat_udm_code_474,C92,Reciprocidad Metro,,,m⁻¹
sat_udm_code_475,C93,Reciprocidad Metro cuadrado,Sinónimo: Reciprocidad de metro cuadrado,,m⁻²
sat_udm_code_476,C94,Reciprocidad Minuto,,,min⁻¹
sat_udm_code_477,C95,Reciprocidad Mol,Es una propiedad física definida como su masa por unidad de cantidad de sustancia.,,mol⁻¹
sat_udm_code_478,C96,Reciprocidad Pascal o pascal a la potencia menos 1 ,,,Pa⁻¹
sat_udm_code_479,C97,Reciprocidad Segundo,,,s⁻¹
sat_udm_code_480,C98,Segundo recíproco por metro cúbico,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",S $ ^ {1} $ / m $ ³ $
sat_udm_code_481,C99,Reciprocidad Segundo por metro cuadrado,,,s⁻¹/m²
sat_udm_code_482,CCT,Capacidad de carga en toneladas métricas,"Unidad de masa que define la capacidad de carga, expresada como el número de toneladas métricas.",,
sat_udm_code_483,CDL,Candela,"La candela es una de las unidades básicas del Sistema Internacional, de intensidad luminosa.",,cd
sat_udm_code_484,CE,Cada mes,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_485,CEL,Grados celsius,Consulte ISO 80000-5 (Cantidades y unidades - Parte 5: Termodinámica),,°C
sat_udm_code_486,CEN,Centenar,Una unidad de recuento de definir el número de unidades en múltiplos de 100.,,
sat_udm_code_487,CG,Tarjeta,Unidad de conteo que define el número de unidades de la tarjeta (tarjeta: papel rígido grueso o cartón).,,
sat_udm_code_488,CGM,Centígramo,,,cg
sat_udm_code_489,CK,Conector,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_490,CKG,Culombio por kilogramo,,,C/kg
sat_udm_code_491,CLF,Cientos de hojas,"Una unidad de recuento de definir el número de hojas, expresado en unidades de cien hojas.",,
sat_udm_code_492,CLT,Centilitro,"Medida de volumen, de símbolo cl, que es igual a la centésima parte de un litro.",,cl
sat_udm_code_493,CMK,Centímetro cuadrado,"Medida de longitud, de símbolo cm, que es igual a la centésima parte de un metro.",,cm²
sat_udm_code_494,CMQ,Centímetro cúbico,"Medida de longitud, de símbolo cm, que es igual a la centésima parte de un metro.",,cm³
sat_udm_code_495,CMT,Centímetro,Es una unidad de longitud. Es el segundo submúltiplo del metro y equivale a la centésima parte de él.,,cm
sat_udm_code_496,CNP,Cientos de paquetes,Unidad de recuento para definir el número de cientos de paquetes (cien paquete: conjunto de un centenar de artículos empaquetados juntos).,,
sat_udm_code_497,CNT,Cental (UK),Una unidad de masa igual a cien  kilos (EUA).,,
sat_udm_code_498,COU,Culombio,Es la cantidad de electricidad transportada en 1 segundo por una corriente de intensidad 1 amperio. ,,C
sat_udm_code_499,CTG,Contenido en gramos,Unidad de masa que define el número de gramos de un elemento con nombre en un producto.,,
sat_udm_code_500,CTM,Quilatage métrico,Es una unidad de masa igual a 200  mg y se utiliza para la medición de las piedras preciosas y perlas .,,
sat_udm_code_501,CTN,Tonelada de contenido (métrica),Unidad de masa que define el número de toneladas métricas de un elemento con nombre en un producto.,,
sat_udm_code_502,CUR,Curie,"El Curie (Ci) es la unidad antigua de medida de radiactividad, definida como la actividad de in gramo del isótopo Ra-226, su equivalencia es: 1Ci = 3,7 1010 Bq.",,Ci
sat_udm_code_503,CWA,Hundred pound,,,cwt (US)
sat_udm_code_504,CWI,Hundredweight,,,cwt (UK)
sat_udm_code_505,CZ,Combo,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_506,D03,Kilovatio hora por hora,Unidad de energía acumulada en mil vatios durante un período de una hora.,,kW·h/h
sat_udm_code_507,D04,Lot [unidad de peso],Unidad de peso igual a aproximadamente media onza o 15 gramos.,,
sat_udm_code_508,D1,Segundo recíproco por estereorradián,,,s⁻¹/sr
sat_udm_code_509,D10,Siemens por metro,,,S/m
sat_udm_code_510,D11,Mebibit,Una unidad de información igual a 2²⁰ (1048576) bits (dígitos binarios).,,Mibit
sat_udm_code_511,D12,Siemens metro cuadrado por Mol,,,S·m²/mol
sat_udm_code_512,D13,Sievert,,,Sv
sat_udm_code_513,D14,Yarda mil lineal,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_514,D15,Sone,Una unidad de volumen del sonido subjetivo. Un sone es la intensidad de un tono puro de la frecuencia y la fuerza de un kilohertz 40 decibelios.,,
sat_udm_code_515,D16,Centimetro cuadrado por erg,,,cm²/erg
sat_udm_code_516,D17,Centimetro cuadrado por esteroradian erg,,,cm²/(sr·erg)
sat_udm_code_517,D18,Metro kelvin,,,m·K
sat_udm_code_518,D19,Metro cuadrado kelvin por watt.,,,m²·K/W
sat_udm_code_519,D2,Segundo recíproco por estereorradián metro cuadrado,,,s⁻¹/(sr·m²)
sat_udm_code_520,D20,Metro cuadrado por joule,,,m²/J
sat_udm_code_521,D21,Metro cuadrado por kilogramo,,,m²/kg
sat_udm_code_522,D22,Metro cuadrado por Mol,,,m²/mol
sat_udm_code_523,D23,Gramo pluma (proteína),Unidad de recuento pata definir el número de gramos de aminoácidos  prescritos para la terapia parenteral y terapia enteral.,,
sat_udm_code_524,D24,Metro cuadrado por esteroradian,,,m²/sr
sat_udm_code_525,D25,Metro cuadrado por esteroradian joule,,,m²/(sr·J)
sat_udm_code_526,D26,Metro cuadrado por voltiosegundo,,,m²/(V·s)
sat_udm_code_527,D27,Estereorradían,Es la unidad que mide angulos solidos,,sr
sat_udm_code_528,D28,sifón,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_529,D29,Terahertz,Se refiere a las ondas electromagnéticas que se propagan en las frecuencias en el rango de los terahercios.,,THz
sat_udm_code_530,D30,Terajoule,,,TJ
sat_udm_code_531,D31,Terawatt,,,TW
sat_udm_code_532,D32,Terawatt hora ,,,TW·h
sat_udm_code_533,D33,Tesla,"Es la inducción magnética uniforme que, repartida normalmente sobre una superficie de 1 metro cuadrado, produce a través de esta superficie un flujo magnético total de 1 weber. ",,T
sat_udm_code_534,D34,Tex,Enidad de medida utilizada para medir la densidad o la masa lineal de una fibra.,,tex (g/km)
sat_udm_code_535,D35,Calorías (termoquímicas),,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,º cal
sat_udm_code_536,D36,Megabit,unidad que se usa para cuantificar un caudal de datos equivalente a 1000 kb/s.,,Mbit
sat_udm_code_537,D37,Calorías (termoquímicas) por gramo de kelvin,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,º cal / (g · K)
sat_udm_code_538,D38,Calorías (termoquímicas) por segundo centímetro kelvin,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,º cal / (s · cm · K)
sat_udm_code_539,D39,Calorías (termoquímicas) por segundo centímetro cuadrado kelvin,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,º cal / (s · cm² · K)
sat_udm_code_540,D40,Mil litros,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_541,D41,Tonelada por metro cúbico,,,t/m³
sat_udm_code_542,D42,Año tropical,Unidad de tiempo equivalente a 365.242 19 días. Sinónimo: año solar.,,y (tropical)
sat_udm_code_543,D43,Unidad de masa atómica unificada,,,u
sat_udm_code_544,D44,Var,El nombre de la unidad es un acrónimo de volt-amperio-reactive.,,var
sat_udm_code_545,D45,Voltio cuadrado por kelvin cuadrado,,,V²/K²
sat_udm_code_546,D46,Voltioio-amperio,,,V·A
sat_udm_code_547,D47,Voltio por centímetro,,,V/cm
sat_udm_code_548,D48,Voltio por Kelvin ,,,V/K
sat_udm_code_549,D49,Millivoltio por Kelvin ,,,mV/K
sat_udm_code_550,D5,Kilogramo por centímetro cuadrado,,,kg/cm²
sat_udm_code_551,D50,Voltio por metro,"Es la intensidad de un campo eléctrico, que ejerce una fuerza de 1 newton sobre un cuerpo cargado con una cantidad de electricidad de 1 coulomb.",,V/m
sat_udm_code_552,D51,Voltio por milímetro,,,V/mm
sat_udm_code_553,D52,Watt por kelvin,,,W/K
sat_udm_code_554,D53,Watt por metro kelvin,"Es la conductividad térmica de un cuerpo homogéneo isótropo, en la que una diferencia de temperatura de 1 kelvin entre dos planos paralelos, de área 1 metro cuadrado y distantes 1 metro, produce entre estos planos un flujo térmico de 1 watt.",,W/(m·K)
sat_udm_code_555,D54,Watt por metro cuadrado,,,W/m²
sat_udm_code_556,D55,Watt por metro cuadrado kelvin,,,W/(m²·K)
sat_udm_code_557,D56,Watt por metro cuadrado kelvin a la cuarta potencia,,,W/(m²·K⁴)
sat_udm_code_558,D57,Watt por estereorradián,,,W/sr
sat_udm_code_559,D58,Watt por estereorradián metro cuadrado,,,W/(sr·m²)
sat_udm_code_560,D59,Weber por metro,,,Wb/m
sat_udm_code_561,D6,Roentgen por segundo,,,R/s
sat_udm_code_562,D60,Weber por milímetro,,,Wb/mm
sat_udm_code_563,D61,Minuto [unidad de ángulo],Es una sexagesima parte de un grado.,,'
sat_udm_code_564,D62,Segundo [unidad de ángulo],Es una unidad de medida angular. Su valor equivale a 1/60 del minuto de arco y a 1/3600 del grado sexagesimal.,,""""
sat_udm_code_565,D63,Libro,Unidad de recuento para definir el número de libros (libro: conjunto de elementos unidos entre sí o documento de un material escrito).,,
sat_udm_code_566,D64,bloquear,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_567,D65,Redondo,Unidad de recuento para definir el número de rondas (redondos: un objeto circular o cilíndrico).,,
sat_udm_code_568,D66,casete,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_569,D67,Dólar por hora,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_570,D68,Número de palabras,Unidad de recuento para definir el número de palabras.,,
sat_udm_code_571,D69,Pulgada a la cuarta potencia,,,in⁴
sat_udm_code_572,D7,Sandwich,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_573,D70,Calorías (tabla internacional),,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,Cal TI
sat_udm_code_574,D71,Calorías (tabla internacional) por segundo centímetro kelvin,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,cal TI / (s · cm · K)
sat_udm_code_575,D72,Calorías (tabla internacional) por segundo centímetro cuadrado kelvin,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,Cal TI / (s · cm² · K)
sat_udm_code_576,D73,Joule metro cuadrado,,,J·m²
sat_udm_code_577,D74,Kilogramo por Mol,,,kg/mol
sat_udm_code_578,D75,Calorías (tabla internacional) por gramo,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,cal IT / g
sat_udm_code_579,D76,Calorías (tabla internacional) por gramo de kelvin,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,cal IT / (g · K)
sat_udm_code_580,D77,MegaCulombio,,,MC
sat_udm_code_581,D78,Megajoule por segundo,Unidad de energía acumulada igual a un millón de julios por segundo.,,MJ/s
sat_udm_code_582,D79,Viga,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_583,D8,Draize score,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_584,D80,Microwatt,,,µW
sat_udm_code_585,D81,Microtesla,,,µT
sat_udm_code_586,D82,Microvoltio,,,µV
sat_udm_code_587,D83,Milinewton metro,,,mN·m
sat_udm_code_588,D85,Microwatt por metro cuadrado,Es equivalente a una millonésima parte de un vatio.,,µW/m²
sat_udm_code_589,D86,MiliCulombio,,,mC
sat_udm_code_590,D87,MiliMol por kilogramo,,,mmol/kg
sat_udm_code_591,D88,MiliCulombio por metro cúbico,,,mC/m³
sat_udm_code_592,D89,MiliCulombio por metro cuadrado,,,mC/m²
sat_udm_code_593,D9,Dina por centímetro cuadrado,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,Dyn / cm²
sat_udm_code_594,D90,Metro cúbico (neta),,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_595,D91,Rem,,,rem
sat_udm_code_596,D92,banda,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_597,D93,Segundo por metro cúbico,,,s/m³
sat_udm_code_598,D94,Segundo por metro cúbico Radian,,,s/(rad·m³)
sat_udm_code_599,D95,Joule por gramo,,,J/g
sat_udm_code_600,D96,Libra bruta,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_601,D98,Libra masiva,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_602,D99,manga,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_603,DAA,Decar,,,daa
sat_udm_code_604,DAD,Decena de días,Unidad de tiempo que define el número de días en múltiplos de 10.,,
sat_udm_code_605,DAY,Día,Se denomina día (del latín dies) al lapso que tarda la Tierra desde que el Sol está en el punto más alto sobre el horizonte hasta que vuelve a estarlo.,,d
sat_udm_code_606,DB,Libra seca,"Unidad de masa que define el número de libras de un producto, sin tener en cuenta el contenido de agua del producto.",,
sat_udm_code_607,DC,Disco (disco),,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_608,DD,Grado [unidad de ángulo],Es el resultado de dividir el ángulo llano en 180 partes iguales.,,°
sat_udm_code_609,DE,Acuerdo,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_610,DEC,Década,Unidad de recuento de definir el número de décadas (década: cantidad igual a 10 o tiempo igual a 10 años).,,
sat_udm_code_611,DG,Decigramo,,,dg
sat_udm_code_612,DI,dispensador,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_613,DJ,Decagramo,,,dag
sat_udm_code_614,DLT,Decilitro,,,dl
sat_udm_code_615,DMA,Decámetro cúbico,,,dam³
sat_udm_code_616,DMK,Decímetro cuadrado ,"Medida de longitud, de símbolo dm, que es igual a la décima parte de un metro.",,dm²
sat_udm_code_617,DMO,Kiloliter norma,"Unidad de volumen que define el número de kilolitros de un producto a una temperatura de 15 grados centígrados, sobre todo en relación con los aceites de hidrocarburos.",,
sat_udm_code_618,DMQ,Decímetro cúbico,"Medida de longitud, de símbolo dm, que es igual a la décima parte de un metro.",,dm³
sat_udm_code_619,DMT,Decímetro,Es una unidad de longitud. Es el primer submúltiplo del metro y equivale a la décima parte de él.,,dm
sat_udm_code_620,DN,Decinewton metro,,,dN·m
sat_udm_code_621,DPC,Docenas de piezas,"Unidad de recuento para definir el número de piezas en múltiplos de 12 (pieza: un solo artículo, el artículo o ejemplar).",,
sat_udm_code_622,DPR,Docenas de pares,Unidad de recuento de definir el número de pares en múltiplos de 12 (par: ítem descrito por dos de).,,
sat_udm_code_623,DPT,Peso de desplazamiento,"Unidad de masa que define el volumen de agua de mar de un barco desplaza, expresada como el número de toneladas.",,
sat_udm_code_624,DQ,registro de datos,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_625,DRA,Dram (EUA),"Sinónimo: dracma (Reino Unido), dram Troy",,
sat_udm_code_626,DRI,Dram (UK),"Son las siglas de la voz inglesa Dynamic Random Access Memory, que significa memoria dinámica de acceso aleatorio (o RAM dinámica), para denominar a un tipo de tecnología de memoria RAM basada en condensadores, los cuales pierden su carga progresivamente, necesitando de un circuito dinámico de refresco que, cada cierto período, revisa dicha carga y la repone en un ciclo de refresco.",,
sat_udm_code_627,DRL,Docena de rodillos,"Unidad de recuento de definir el número de rollos, expresado en doce unidades de rodillos.",,
sat_udm_code_628,DRM,Drachm (UK),,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_629,DS,monitor,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",
sat_udm_code_630,DT,Tonelada seca,"Unidad de masa que define el número de toneladas de un producto, sin tener en cuenta el contenido de agua del producto.",,
